ICDO3.2,ICDO3.2_c,idd,beh,type,Level,Term_used,Term_raw
8390/3,8390,731,/3,cancer,Preferred,"Adnexal adenocarcinoma","Adnexal adenocarcinoma"
8390/3,8390,732,/3,cancer,Synonym,Skin appendage carcinoma,Skin appendage carcinoma
8390/3,8390,733,/3,cancer,Synonym,Adnexal carcinoma,Adnexal carcinoma
8391/0,8391,734,/0,,Preferred,Follicular fibroma,Follicular fibroma
8391/0,8391,735,/0,,Synonym,Fibrofolliculoma,Fibrofolliculoma
8391/0,8391,736,/0,,Synonym,Perifollicular fibroma,Perifollicular fibroma
8391/0,8391,737,/0,,Synonym,Trichodiscoma,Trichodiscoma
8391/0,8391,738,/0,,Related,Spindle cell predominant trichodiscoma,Spindle cell predominant trichodiscoma
8392/0,8392,739,/0,,Preferred,Syringofibroadenoma,Syringofibroadenoma
8400/0,8400,740,/0,,Preferred,Sweat gland adenoma,Sweat gland adenoma
8400/0,8400,741,/0,,Synonym,"Syringadenoma","Syringadenoma"
8400/0,8400,742,/0,,Synonym,"Sweat gland tumor, benign","Sweat gland tumor, benign"
8400/1,8400,743,/1,,Preferred,"Sweat gland tumor","Sweat gland tumor"
8400/3,8400,744,/3,cancer,Preferred,Sweat gland adenocarcinoma,Sweat gland adenocarcinoma
8400/3,8400,745,/3,cancer,Synonym,Sweat gland carcinoma,Sweat gland carcinoma
8400/3,8400,746,/3,cancer,Synonym,"Sweat gland tumor, malignant","Sweat gland tumor, malignant"
8401/0,8401,747,/0,,Preferred,Apocrine adenoma,Apocrine adenoma
8401/0,8401,748,/0,,Synonym,Apocrine cystadenoma,Apocrine cystadenoma
8401/3,8401,749,/3,cancer,Preferred,Apocrine adenocarcinoma,Apocrine adenocarcinoma
8401/3,8401,750,/3,cancer,Synonym,Apocrine carcinoma,Apocrine carcinoma
8402/0,8402,751,/0,,Preferred,"Hidradenoma","Hidradenoma"
8402/0,8402,752,/0,,Synonym,Nodular hidradenoma,Nodular hidradenoma
8402/0,8402,753,/0,,Related,Clear cell hidradenoma,Clear cell hidradenoma
8402/0,8402,754,/0,,Related,Eccrine acrospiroma,Eccrine acrospiroma
8402/3,8402,755,/3,cancer,Preferred,Hidradenocarcinoma,Hidradenocarcinoma
8402/3,8402,756,/3,cancer,Synonym,"Nodular hidradenoma, malignant","Nodular hidradenoma, malignant"
8403/0,8403,757,/0,,Preferred,"Spiradenoma","Spiradenoma"
8403/0,8403,758,/0,,Synonym,Eccrine spiradenoma,Eccrine spiradenoma
8403/3,8403,759,/3,cancer,Preferred,Malignant eccrine spiradenoma,Malignant eccrine spiradenoma
8403/3,8403,760,/3,cancer,Related,Malignant neoplasm arising from pre-existing spiradenoma,Malignant neoplasm arising from pre-existing spiradenoma
8403/3,8403,761,/3,cancer,Related,Malignant neoplasm arising from pre-existing cylindroma,Malignant neoplasm arising from pre-existing cylindroma
8403/3,8403,762,/3,cancer,Related,Malignant neoplasm arising from pre-existing spiradenocylindroma,Malignant neoplasm arising from pre-existing spiradenocylindroma
8404/0,8404,763,/0,,Preferred,Hidrocystoma,Hidrocystoma
8404/0,8404,764,/0,,Synonym,Hidrocystadenoma,Hidrocystadenoma
8404/0,8404,765,/0,,Synonym,Eccrine cystadenoma,Eccrine cystadenoma
8405/0,8405,766,/0,,Preferred,Papillary hidradenoma,Papillary hidradenoma
8405/0,8405,767,/0,,Synonym,Hidradenoma papilliferum,Hidradenoma papilliferum
8406/0,8406,768,/0,,Preferred,Syringocystadenoma papilliferum,Syringocystadenoma papilliferum
8406/0,8406,769,/0,,Synonym,Papillary syringadenoma,Papillary syringadenoma
8406/0,8406,770,/0,,Synonym,Papillary syringocystadenoma,Papillary syringocystadenoma
8406/0,8406,771,/0,,Related,Sialadenoma papilliferum,Sialadenoma papilliferum
8406/3,8406,772,/3,cancer,Preferred,Syringocystadenocarcinoma papilliferum,Syringocystadenocarcinoma papilliferum
8407/0,8407,773,/0,,Preferred,"Syringoma","Syringoma"
8407/0,8407,774,/0,,Related,Syringomatous tumor of nipple,Syringomatous tumor of nipple
8407/0,8407,775,/0,,Synonym,Syringomatous adenoma of nipple,Syringomatous adenoma of nipple
8407/0,8407,776,/0,,Synonym,Infiltrating syringomatous adenoma of nipple,Infiltrating syringomatous adenoma of nipple
8407/3,8407,777,/3,cancer,Preferred,Microcystic adnexal carcinoma,Microcystic adnexal carcinoma
8407/3,8407,778,/3,cancer,Synonym,Sclerosing sweat duct carcinoma,Sclerosing sweat duct carcinoma
8407/3,8407,779,/3,cancer,Synonym,Syringomatous carcinoma,Syringomatous carcinoma
8408/0,8408,780,/0,,Preferred,Eccrine papillary adenoma,Eccrine papillary adenoma
8408/3,8408,781,/3,cancer,Preferred,Digital papillary adenocarcinoma,Digital papillary adenocarcinoma
8408/3,8408,782,/3,cancer,Synonym,Aggressive digital papillary adenoma,Aggressive digital papillary adenoma
8408/3,8408,783,/3,cancer,Synonym,Eccrine papillary adenocarcinoma,Eccrine papillary adenocarcinoma
8409/0,8409,784,/0,,Preferred,"Poroma","Poroma"
8409/0,8409,785,/0,,Related,"Eccrine poroma","Eccrine poroma"
8409/0,8409,786,/0,,Related,Apocrine poroma,Apocrine poroma
8409/2,8409,787,/2,,Preferred,Porocarcinoma in situ,Porocarcinoma in situ
8409/3,8409,788,/3,cancer,Preferred,"Porocarcinoma","Porocarcinoma"
8409/3,8409,789,/3,cancer,Synonym,"Eccrine poroma, malignant","Eccrine poroma, malignant"
8410/0,8410,790,/0,,Preferred,Sebaceoma,Sebaceoma
8410/0,8410,791,/0,,Related,Sebaceous adenoma,Sebaceous adenoma
8410/0,8410,792,/0,,Related,Sebaceous epithelioma,Sebaceous epithelioma
8410/3,8410,793,/3,cancer,Preferred,Sebaceous carcinoma,Sebaceous carcinoma
8410/3,8410,794,/3,cancer,Synonym,Sebaceous adenocarcinoma,Sebaceous adenocarcinoma
8413/3,8413,795,/3,cancer,Preferred,Eccrine adenocarcinoma,Eccrine adenocarcinoma
8420/0,8420,796,/0,,Preferred,Ceruminous adenoma,Ceruminous adenoma
8420/3,8420,797,/3,cancer,Preferred,Ceruminous adenocarcinoma,Ceruminous adenocarcinoma
8420/3,8420,798,/3,cancer,Synonym,Ceruminous carcinoma,Ceruminous carcinoma
8430/1,8430,800,/1,,Preferred,Mucoepidermoid tumor,Mucoepidermoid tumor
8430/3,8430,801,/3,cancer,Preferred,Mucoepidermoid carcinoma,Mucoepidermoid carcinoma
8440/0,8440,803,/0,,Preferred,"Cystadenoma","Cystadenoma"
8440/0,8440,804,/0,,Synonym,"Cystoma","Cystoma"
8440/3,8440,805,/3,cancer,Preferred,"Cystadenocarcinoma","Cystadenocarcinoma"
8441/0,8441,806,/0,,Preferred,"Serous cystadenoma","Serous cystadenoma"
8441/0,8441,807,/0,,Synonym,Serous cystoma,Serous cystoma
8441/0,8441,808,/0,,Related,Serous microcystic adenoma,Serous microcystic adenoma
8441/0,8441,809,/0,,Synonym,"Papillary serous cystadenoma","Papillary serous cystadenoma"
8441/2,8441,810,/2,,Preferred,Serous intraepithelial carcinoma,Serous intraepithelial carcinoma
8441/2,8441,811,/2,,Related,Serous tubal intraepithelial carcinoma (STIC),Serous tubal intraepithelial carcinoma (STIC)
8441/2,8441,812,/2,,Related,Serous endometrial intraepithelial carcinoma,Serous endometrial intraepithelial carcinoma
8441/3,8441,813,/3,cancer,Preferred,"Serous carcinoma","Serous carcinoma"
8441/3,8441,814,/3,cancer,Synonym,"Serous cystadenocarcinoma","Serous cystadenocarcinoma"
8441/3,8441,815,/3,cancer,Synonym,"Serous adenocarcinoma","Serous adenocarcinoma"
8441/3,8441,816,/3,cancer,Synonym,"Serous papillary adenocarcinoma","Serous papillary adenocarcinoma"
8441/3,8441,817,/3,cancer,Synonym,Papillary serous cystadenocarcinoma,Papillary serous cystadenocarcinoma
8441/3,8441,818,/3,cancer,Synonym,Papillary serous adenocarcinoma,Papillary serous adenocarcinoma
8441/3,8441,819,/3,cancer,Synonym,Serous surface papillary carcinoma,Serous surface papillary carcinoma
8442/1,8442,820,/1,,Preferred,"Serous borderline tumor","Serous borderline tumor"
8442/1,8442,821,/1,,Synonym,"Serous tumor, atypical proliferative","Serous tumor, atypical proliferative"
8442/1,8442,822,/1,,Synonym,"Serous cystadenoma, borderline malignancy","Serous cystadenoma, borderline malignancy"
8442/1,8442,823,/1,,Synonym,"Serous tumor, of low malignant potential","Serous tumor, of low malignant potential"
8442/1,8442,824,/1,,Synonym,Serous papillary cystic tumor of borderline malignancy,Serous papillary cystic tumor of borderline malignancy
8442/1,8442,825,/1,,Synonym,Atypical proliferative papillary serous tumor,Atypical proliferative papillary serous tumor
8442/1,8442,826,/1,,Synonym,"Papillary serous cystadenoma, borderline malignancy","Papillary serous cystadenoma, borderline malignancy"
8442/1,8442,827,/1,,Synonym,Papillary serous tumor of low malignant potential,Papillary serous tumor of low malignant potential
8442/1,8442,828,/1,,Synonym,Serous surface papillary tumor of borderline malignancy,Serous surface papillary tumor of borderline malignancy
8443/0,8443,829,/0,,Preferred,Clear cell cystadenoma,Clear cell cystadenoma
8450/0,8450,830,/0,,Preferred,"Papillary cystadenoma","Papillary cystadenoma"
8450/0,8450,831,/0,,Related,Papillary cystadenofibroma,Papillary cystadenofibroma
8450/3,8450,832,/3,cancer,Preferred,"Papillary cystadenocarcinoma","Papillary cystadenocarcinoma"
8450/3,8450,833,/3,cancer,Synonym,Papillocystic adenocarcinoma,Papillocystic adenocarcinoma
8451/1,8451,834,/1,,Preferred,"Papillary cystadenoma, borderline malignancy","Papillary cystadenoma, borderline malignancy"
8452/1,8452,835,/1,,Preferred,Solid pseudopapillary tumor of ovary,Solid pseudopapillary tumor of ovary
8452/1,8452,836,/1,,Synonym,Papillary cystic tumor,Papillary cystic tumor
8452/1,8452,837,/1,,Synonym,Solid and cystic tumor,Solid and cystic tumor
8452/1,8452,838,/1,,Synonym,Solid and papillary epithelial neoplasm,Solid and papillary epithelial neoplasm
8452/3,8452,839,/3,cancer,Preferred,Solid pseudopapillary neoplasm of the pancreas,Solid pseudopapillary neoplasm of the pancreas
8452/3,8452,840,/3,cancer,Related,Solid pseudopapillary carcinoma,Solid pseudopapillary carcinoma
8453/0,8453,841,/0,,Preferred,Intraductal Papillary mucinous adenoma,Intraductal Papillary mucinous adenoma
8453/0,8453,842,/0,,Related,Intraductal Papillary mucinous tumor with intermediate dysplasia,Intraductal Papillary mucinous tumor with intermediate dysplasia
8453/0,8453,843,/0,,Related,Intraductal Papillary mucinous tumor with low grade dysplasia,Intraductal Papillary mucinous tumor with low grade dysplasia
8453/0,8453,844,/0,,Synonym,Intraductal Papillary mucinous neoplasm with low grade dysplasia,Intraductal Papillary mucinous neoplasm with low grade dysplasia
8453/0,8453,845,/0,,Related,Intraductal Papillary mucinous tumor with moderate dysplasia,Intraductal Papillary mucinous tumor with moderate dysplasia
8453/0,8453,846,/0,,Synonym,Intraductal Papillary mucinous neoplasm with moderate dysplasia,Intraductal Papillary mucinous neoplasm with moderate dysplasia
8453/2,8453,847,/2,,Preferred,Intraductal Papillary mucinous neoplasm with high grade dysplasia,Intraductal Papillary mucinous neoplasm with high grade dysplasia
8453/2,8453,848,/2,,Related,"Intraductal Papillary mucinous carcinoma, non-invasive","Intraductal Papillary mucinous carcinoma, non-invasive"
8453/3,8453,849,/3,cancer,Preferred,Intraductal Papillary mucinous neoplasm with an associated invasive carcinoma,Intraductal Papillary mucinous neoplasm with an associated invasive carcinoma
8453/3,8453,850,/3,cancer,Related,"Intraductal Papillary mucinous carcinoma, invasive","Intraductal Papillary mucinous carcinoma, invasive"
8454/0,8454,851,/0,,Preferred,Cystic tumor of atrio-ventricular node,Cystic tumor of atrio-ventricular node
8460/2,8460,852,/2,,Preferred,"Serous borderline tumor, micropapillary variant","Serous borderline tumor, micropapillary variant"
8460/2,8460,853,/2,,Synonym,"Serous carcinoma, non invasive, low grade","Serous carcinoma, non invasive, low grade"
8460/3,8460,854,/3,cancer,Preferred,Low grade serous carcinoma,Low grade serous carcinoma
8460/3,8460,855,/3,cancer,Related,Micropapillary serous carcinoma,Micropapillary serous carcinoma
8461/0,8461,856,/0,,Preferred,Serous surface papilloma,Serous surface papilloma
8461/3,8461,857,/3,cancer,Preferred,High grade serous carcinoma,High grade serous carcinoma
8470/0,8470,858,/0,,Preferred,"Mucinous cystadenoma","Mucinous cystadenoma"
8470/0,8470,859,/0,,Synonym,"Papillary mucinous cystadenoma","Papillary mucinous cystadenoma"
8470/0,8470,860,/0,,Synonym,"Papillary pseudomucinous cystadenoma","Papillary pseudomucinous cystadenoma"
8470/0,8470,861,/0,,Synonym,"Pseudomucinous cystadenoma","Pseudomucinous cystadenoma"
8470/0,8470,862,/0,,Synonym,Mucinous cystoma,Mucinous cystoma
8470/0,8470,863,/0,,Related,Mucinous cystic neoplasm with intermediate grade dysplasia,Mucinous cystic neoplasm with intermediate grade dysplasia
8470/0,8470,864,/0,,Related,Mucinous cystic neoplasm with intermediate grade intraepithelial neoplasia,Mucinous cystic neoplasm with intermediate grade intraepithelial neoplasia
8470/0,8470,865,/0,,Related,Mucinous cystic neoplasm with low grade dysplasia,Mucinous cystic neoplasm with low grade dysplasia
8470/0,8470,866,/0,,Related,Mucinous cystic neoplasm with low grade intraepithelial neoplasia,Mucinous cystic neoplasm with low grade intraepithelial neoplasia
8470/0,8470,867,/0,,Related,Mucinous cystic tumor with intermediate dysplasia,Mucinous cystic tumor with intermediate dysplasia
8470/0,8470,868,/0,,Related,Mucinous cystic tumor with low grade dysplasia,Mucinous cystic tumor with low grade dysplasia
8470/0,8470,869,/0,,Related,Mucinous cystic tumor with moderate dysplasia,Mucinous cystic tumor with moderate dysplasia
8470/2,8470,870,/2,,Preferred,Mucinous cystic neoplasm with high grade dysplasia,Mucinous cystic neoplasm with high grade dysplasia
8470/2,8470,871,/2,,Related,"Mucinous cystadenocarcinoma, non-invasive","Mucinous cystadenocarcinoma, non-invasive"
8470/2,8470,872,/2,,Related,Mucinous cystic tumor with high grade dysplasia,Mucinous cystic tumor with high grade dysplasia
8470/2,8470,873,/2,,Synonym,Mucinous cystic neoplasm with high grade intraepithelial neoplasia,Mucinous cystic neoplasm with high grade intraepithelial neoplasia
8470/3,8470,874,/3,cancer,Preferred,"Mucinous cystadenocarcinoma","Mucinous cystadenocarcinoma"
8470/3,8470,875,/3,cancer,Synonym,"Pseudomucinous cystadenocarcinoma","Pseudomucinous cystadenocarcinoma"
8470/3,8470,876,/3,cancer,Synonym,Pseudomucinous adenocarcinoma,Pseudomucinous adenocarcinoma
8470/3,8470,877,/3,cancer,Related,Mucinous cystic tumor with an associated invasive carcinoma,Mucinous cystic tumor with an associated invasive carcinoma
8470/3,8470,878,/3,cancer,Synonym,Mucinous cystic neoplasm with an associated invasive carcinoma,Mucinous cystic neoplasm with an associated invasive carcinoma
8470/3,8470,879,/3,cancer,Synonym,Papillary mucinous cystadenocarcinoma,Papillary mucinous cystadenocarcinoma
8470/3,8470,880,/3,cancer,Synonym,Papillary pseudomucinous cystadenocarcinoma,Papillary pseudomucinous cystadenocarcinoma
8472/1,8472,881,/1,,Preferred,Mucinous cystic tumor of borderline malignancy,Mucinous cystic tumor of borderline malignancy
8472/1,8472,882,/1,,Synonym,Mucinous borderline tumor,Mucinous borderline tumor
8472/1,8472,883,/1,,Synonym,"Mucinous tumor, of low malignant potential","Mucinous tumor, of low malignant potential"
8472/1,8472,884,/1,,Synonym,Atypical proliferative mucinous tumor,Atypical proliferative mucinous tumor
8472/1,8472,885,/1,,Synonym,"Mucinous cystadenoma, borderline malignancy","Mucinous cystadenoma, borderline malignancy"
8472/1,8472,886,/1,,Synonym,"Pseudomucinous cystadenoma, borderline malignancy","Pseudomucinous cystadenoma, borderline malignancy"
8472/1,8472,887,/1,,Synonym,"Papillary mucinous cystadenoma, borderline malignancy","Papillary mucinous cystadenoma, borderline malignancy"
8472/1,8472,888,/1,,Synonym,"Papillary pseudomucinous cystadenoma, borderline malignancy","Papillary pseudomucinous cystadenoma, borderline malignancy"
8472/1,8472,889,/1,,Synonym,Papillary mucinous tumor of low malignant potential,Papillary mucinous tumor of low malignant potential
8474/0,8474,890,/0,,Preferred,Seromucinous cystadenoma,Seromucinous cystadenoma
8474/1,8474,891,/1,,Preferred,Seromucinous borderline tumor,Seromucinous borderline tumor
8474/1,8474,892,/1,,Synonym,"Seromucinous tumor, atypical proliferative","Seromucinous tumor, atypical proliferative"
8474/3,8474,893,/3,cancer,Preferred,Seromucinous carcinoma,Seromucinous carcinoma
8480/0,8480,894,/0,,Preferred,Mucinous adenoma,Mucinous adenoma
8480/0,8480,895,/0,,Related,Mucous gland adenoma,Mucous gland adenoma
8480/1,8480,896,/1,,Preferred,Low grade appendiceal mucinous neoplasm,Low grade appendiceal mucinous neoplasm
8480/3,8480,897,/3,cancer,Preferred,Mucinous adenocarcinoma,Mucinous adenocarcinoma
8480/3,8480,898,/3,cancer,Synonym,"Acinar adenocarcinoma, mucinous variant","Acinar adenocarcinoma, mucinous variant"
8480/3,8480,899,/3,cancer,Synonym,Colloid adenocarcinoma,Colloid adenocarcinoma
8480/3,8480,900,/3,cancer,Synonym,Colloid carcinoma,Colloid carcinoma
8480/3,8480,901,/3,cancer,Synonym,Gelatinous adenocarcinoma,Gelatinous adenocarcinoma
8480/3,8480,902,/3,cancer,Synonym,Gelatinous carcinoma,Gelatinous carcinoma
8480/3,8480,903,/3,cancer,Synonym,Mucinous carcinoma,Mucinous carcinoma
8480/3,8480,904,/3,cancer,Synonym,Mucoid adenocarcinoma,Mucoid adenocarcinoma
8480/3,8480,905,/3,cancer,Synonym,Mucoid carcinoma,Mucoid carcinoma
8480/3,8480,906,/3,cancer,Synonym,Mucous adenocarcinoma,Mucous adenocarcinoma
8480/3,8480,907,/3,cancer,Synonym,Mucous carcinoma,Mucous carcinoma
8480/3,8480,908,/3,cancer,Related,Pseudomyxoma peritonei with unknown primary site,Pseudomyxoma peritonei with unknown primary site
8480/3,8480,909,/3,cancer,Related,Mucinous tubular and spindle cell carcinoma,Mucinous tubular and spindle cell carcinoma
8480/6,8480,910,/6,,Preferred,Pseudomyxoma peritonei,Pseudomyxoma peritonei
8481/3,8481,911,/3,cancer,Preferred,Mucin-producing adenocarcinoma,Mucin-producing adenocarcinoma
8481/3,8481,912,/3,cancer,Synonym,Mucin-producing carcinoma,Mucin-producing carcinoma
8481/3,8481,913,/3,cancer,Synonym,Mucin-secreting adenocarcinoma,Mucin-secreting adenocarcinoma
8481/3,8481,914,/3,cancer,Synonym,Mucin-secreting carcinoma,Mucin-secreting carcinoma
8482/3,8482,915,/3,cancer,Preferred,"Mucinous carcinoma, gastric type","Mucinous carcinoma, gastric type"
8482/3,8482,916,/3,cancer,Synonym,"Mucinous adenocarcinoma, endocervical type","Mucinous adenocarcinoma, endocervical type"
8490/3,8490,917,/3,cancer,Preferred,Signet ring cell carcinoma,Signet ring cell carcinoma
8490/3,8490,918,/3,cancer,Synonym,Signet ring cell adenocarcinoma,Signet ring cell adenocarcinoma
8490/3,8490,919,/3,cancer,Synonym,"Acinar adenocarcinoma, signet ring-like variant","Acinar adenocarcinoma, signet ring-like variant"
8490/3,8490,920,/3,cancer,Synonym,"Mucinous carcinoma, signet ring cell type","Mucinous carcinoma, signet ring cell type"
8490/3,8490,921,/3,cancer,Related,Poorly cohesive carcinoma,Poorly cohesive carcinoma
8490/3,8490,922,/3,cancer,Related,Signet ring cell/histiocytoid carcinoma,Signet ring cell/histiocytoid carcinoma
8490/6,8490,923,/6,,Preferred,Metastatic signet ring cell carcinoma,Metastatic signet ring cell carcinoma
8490/6,8490,924,/6,,Related,Krukenberg tumor,Krukenberg tumor
8500/2,8500,926,/2,,Preferred,"Intraductal carcinoma, noninfiltrating","Intraductal carcinoma, noninfiltrating"
8500/2,8500,927,/2,,Synonym,"Intraductal adenocarcinoma, noninfiltrating","Intraductal adenocarcinoma, noninfiltrating"
8500/2,8500,928,/2,,Synonym,"Intraductal carcinoma","Intraductal carcinoma"
8500/2,8500,929,/2,,Related,"Ductal carcinoma in situ","Ductal carcinoma in situ"
8500/2,8500,930,/2,,Synonym,"DCIS","DCIS"
8500/2,8500,931,/2,,Synonym,DIN 3,DIN 3
8500/2,8500,932,/2,,Synonym,Ductal intraepithelial neoplasia 3,Ductal intraepithelial neoplasia 3
8500/2,8500,933,/2,,Related,"Cystic hypersecretory carcinoma, intraductal","Cystic hypersecretory carcinoma, intraductal"
8500/3,8500,934,/3,cancer,Preferred,"Infiltrating duct carcinoma","Infiltrating duct carcinoma"
8500/3,8500,935,/3,cancer,Synonym,Invasive breast carcinoma of no special type,Invasive breast carcinoma of no special type
8500/3,8500,936,/3,cancer,Synonym,"Duct adenocarcinoma","Duct adenocarcinoma"
8500/3,8500,937,/3,cancer,Synonym,"Duct carcinoma","Duct carcinoma"
8500/3,8500,938,/3,cancer,Synonym,"Ductal carcinoma","Ductal carcinoma"
8500/3,8500,939,/3,cancer,Synonym,Duct cell carcinoma,Duct cell carcinoma
8500/3,8500,940,/3,cancer,Synonym,Infiltrating duct adenocarcinoma,Infiltrating duct adenocarcinoma
8500/3,8500,941,/3,cancer,Related,Basal-like carcinoma of breast,Basal-like carcinoma of breast
8500/3,8500,942,/3,cancer,Related,Adenocarcinoma of mammary gland type,Adenocarcinoma of mammary gland type
8500/3,8500,943,/3,cancer,Related,Adenocarcinoma of anogenital mammary-like glands,Adenocarcinoma of anogenital mammary-like glands
8500/3,8500,944,/3,cancer,Related,Carcinoma of the male breast,Carcinoma of the male breast
8501/2,8501,945,/2,,Preferred,"Comedocarcinoma, noninfiltrating","Comedocarcinoma, noninfiltrating"
8501/2,8501,946,/2,,Synonym,"Ductal carcinoma in situ, comedo type","Ductal carcinoma in situ, comedo type"
8501/2,8501,947,/2,,Synonym,"DCIS, comedo type","DCIS, comedo type"
8501/3,8501,948,/3,cancer,Preferred,"Comedocarcinoma","Comedocarcinoma"
8502/3,8502,949,/3,cancer,Preferred,Secretory carcinoma,Secretory carcinoma
8502/3,8502,950,/3,cancer,Related,Juvenile carcinoma of breast,Juvenile carcinoma of breast
8503/0,8503,951,/0,,Preferred,Intraductal papilloma,Intraductal papilloma
8503/0,8503,952,/0,,Synonym,"Duct adenoma","Duct adenoma"
8503/0,8503,953,/0,,Synonym,Ductal papilloma,Ductal papilloma
8503/0,8503,954,/0,,Related,"Intraductal papillary neoplasm","Intraductal papillary neoplasm"
8503/0,8503,955,/0,,Related,Intracystic papillary neoplasm with low grade intraepithelial neoplasia,Intracystic papillary neoplasm with low grade intraepithelial neoplasia
8503/0,8503,956,/0,,Synonym,Intracystic papillary neoplasm with intermediate grade intraepithelial neoplasia,Intracystic papillary neoplasm with intermediate grade intraepithelial neoplasia
8503/0,8503,957,/0,,Synonym,Intraglandular papillary neoplasm with low grade intraepithelial neoplasia,Intraglandular papillary neoplasm with low grade intraepithelial neoplasia
8503/0,8503,958,/0,,Synonym,Intraductal papillary neoplasm with intermediate grade neoplasia,Intraductal papillary neoplasm with intermediate grade neoplasia
8503/0,8503,959,/0,,Related,Intraductal papillary neoplasm with low grade intraepithelial neoplasia,Intraductal papillary neoplasm with low grade intraepithelial neoplasia
8503/0,8503,960,/0,,Related,"Intraductal tubular-papillary neoplasm, low grade","Intraductal tubular-papillary neoplasm, low grade"
8503/0,8503,961,/0,,Related,Intraductal papilloma with atypical ductal hyperplasia,Intraductal papilloma with atypical ductal hyperplasia
8503/2,8503,962,/2,,Preferred,Noninfiltrating intraductal papillary adenocarcinoma,Noninfiltrating intraductal papillary adenocarcinoma
8503/2,8503,963,/2,,Synonym,"Intraductal papillary adenocarcinoma","Intraductal papillary adenocarcinoma"
8503/2,8503,964,/2,,Synonym,"Intraductal papillary carcinoma","Intraductal papillary carcinoma"
8503/2,8503,965,/2,,Synonym,"DCIS, papillary","DCIS, papillary"
8503/2,8503,966,/2,,Synonym,"Ductal carcinoma in situ, papillary","Ductal carcinoma in situ, papillary"
8503/2,8503,967,/2,,Synonym,Noninfiltrating intraductal papillary carcinoma,Noninfiltrating intraductal papillary carcinoma
8503/2,8503,968,/2,,Related,Intraductal papilloma with DCIS,Intraductal papilloma with DCIS
8503/2,8503,969,/2,,Related,Intraductal papillary neoplasm with high grade intraepithelial neoplasia,Intraductal papillary neoplasm with high grade intraepithelial neoplasia
8503/2,8503,970,/2,,Synonym,Intracystic papillary neoplasm with high grade intraepithelial neoplasia,Intracystic papillary neoplasm with high grade intraepithelial neoplasia
8503/2,8503,971,/2,,Synonym,Intracystic papillary tumor with high grade dysplasia,Intracystic papillary tumor with high grade dysplasia
8503/2,8503,972,/2,,Synonym,Intracystic papillary tumor with high grade intraepithelial neoplasia,Intracystic papillary tumor with high grade intraepithelial neoplasia
8503/2,8503,973,/2,,Synonym,Intraductal papillary neoplasm with high grade dysplasia,Intraductal papillary neoplasm with high grade dysplasia
8503/2,8503,974,/2,,Synonym,Intraductal papillary tumor with high grade dysplasia,Intraductal papillary tumor with high grade dysplasia
8503/2,8503,975,/2,,Synonym,Intraductal papillary tumor with high grade intraepithelial neoplasia,Intraductal papillary tumor with high grade intraepithelial neoplasia
8503/2,8503,976,/2,,Related,"Intraductal tubular-papillary neoplasm, high grade","Intraductal tubular-papillary neoplasm, high grade"
8503/2,8503,977,/2,,Related,Intraductal tubulopapillary neoplasm,Intraductal tubulopapillary neoplasm
8503/3,8503,978,/3,cancer,Preferred,Intraductal papillary adenocarcinoma with invasion,Intraductal papillary adenocarcinoma with invasion
8503/3,8503,979,/3,cancer,Synonym,Infiltrating papillary adenocarcinoma,Infiltrating papillary adenocarcinoma
8503/3,8503,980,/3,cancer,Synonym,Infiltrating and papillary adenocarcinoma,Infiltrating and papillary adenocarcinoma
8503/3,8503,981,/3,cancer,Related,Papillary carcinoma of breast,Papillary carcinoma of breast
8503/3,8503,982,/3,cancer,Related,Intraductal papillary neoplasm with associated invasive carcinoma,Intraductal papillary neoplasm with associated invasive carcinoma
8503/3,8503,983,/3,cancer,Synonym,Intracystic papillary neoplasm with associated invasive carcinoma,Intracystic papillary neoplasm with associated invasive carcinoma
8504/0,8504,984,/0,,Preferred,Intracystic papillary adenoma,Intracystic papillary adenoma
8504/0,8504,985,/0,,Synonym,Intracystic papilloma,Intracystic papilloma
8504/2,8504,986,/2,,Preferred,Encapsulated papillary carcinoma,Encapsulated papillary carcinoma
8504/2,8504,987,/2,,Synonym,Noninfiltrating intracystic carcinoma,Noninfiltrating intracystic carcinoma
8504/2,8504,988,/2,,Synonym,Encysted papillary carcinoma,Encysted papillary carcinoma
8504/2,8504,989,/2,,Synonym,Intracystic papillary carcinoma,Intracystic papillary carcinoma
8504/2,8504,990,/2,,Synonym,"Intracystic carcinoma","Intracystic carcinoma"
8504/2,8504,991,/2,,Synonym,Intracystic papillary adenocarcinoma,Intracystic papillary adenocarcinoma
8504/3,8504,992,/3,cancer,Preferred,Encapsulated papillary carcinoma with invasion,Encapsulated papillary carcinoma with invasion
8504/3,8504,993,/3,cancer,Synonym,Encysted papillary carcinoma with invasion,Encysted papillary carcinoma with invasion
8504/3,8504,994,/3,cancer,Synonym,Intracystic papillary carcinoma with invasion,Intracystic papillary carcinoma with invasion
8505/0,8505,995,/0,,Preferred,"Intraductal papillomatosis","Intraductal papillomatosis"
8505/0,8505,996,/0,,Synonym,Diffuse intraductal papillomatosis,Diffuse intraductal papillomatosis
8506/0,8506,997,/0,,Preferred,Adenoma of nipple,Adenoma of nipple
8506/0,8506,998,/0,,Synonym,Subareolar duct papillomatosis,Subareolar duct papillomatosis
8507/2,8507,999,/2,,Preferred,Intraductal micropapillary carcinoma,Intraductal micropapillary carcinoma
